01;0;17.9;С-З;3;CL;3;10.0;89;1011
01;3;18.0;Западный;3;CL;9;10.0;88;1011
01;6;18.1;С-З;2;CL;9;10.0;90;1011
01;9;22.1;С-З;4;CL;7;10.0;60;1011
01;12;25.1;С-З;4;CL;9;10.0;41;1011
01;15;22.2;С-З;4;CL;9;10.0;66;1012
01;18;20.8;С-З;1;CL;9;10.0;75;1013
01;21;18.0;С-З;1;CL;6;10.0;65;1014
02;0;16.3;С-З;2;CL;6;10.0;70;1014
02;3;15.1;С-З;1;CL;7;10.0;75;1014
02;6;19.0;Западный;2;CL;3;10.0;61;1014
02;9;22.6;Западный;4;CL;7;10.0;42;1013
02;12;21.8;Западный;1;CL;7;10.0;49;1011
02;15;19.7;Ю-З;2;CL;7;10.0;59;1010
02;18;17.3;С-З;3;CL;3;10.0;66;1011
02;21;15.3;Западный;2;CL;6;10.0;81;1011
03;0;13.3;С-З;2;CL;1;10.0;88;1011
03;3;12.5;С-З;3;BR;9;8.0;94;1012
03;6;14.5;С-З;2;CL;9;10.0;84;1012
03;9;17.1;Северный;2;CL;9;10.0;72;1013
03;12;20.5;Северный;2;CL;6;10.0;53;1013
03;15;23.0;С-З;3;CL;7;10.0;42;1013
03;18;21.4;С-З;1;CL;7;10.0;53;1014
03;21;17.7;С-З;2;CL;3;10.0;73;1015
04;0;15.1;С-З;2;CL;1;10.0;88;1015
04;3;14.7;Северный;2;CL;1;10.0;89;1016
04;6;18.8;С-З;2;CL;1;10.0;83;1016
04;9;24.2;Северный;4;CL;7;10.0;54;1016
04;12;25.7;С-З;4;CL;7;10.0;47;1016
04;15;26.0;Северный;5;CL;1;10.0;34;1016
04;18;23.4;С-З;2;CL;1;10.0;45;1017
04;21;19.4;С-З;2;CL;0;10.0;62;1017
05;0;16.9;С-З;2;CL;0;10.0;73;1018
05;3;15.3;С-З;2;CL;0;10.0;82;1018
05;6;19.5;С-З;2;CL;0;10.0;73;1018
05;9;24.4;С-З;4;CL;3;10.0;48;1017
05;12;26.2;Северный;4;CL;6;10.0;37;1017
05;15;26.6;С-З;2;CL;3;10.0;35;1017
05;18;23.8;С-З;2;CL;6;10.0;43;1018
05;21;20.3;Северный;1;CL;3;10.0;62;1019
06;0;17.3;С-З;2;CL;0;10.0;65;1019
06;3;15.6;С-З;2;CL;1;10.0;75;1019
06;6;20.3;Северный;2;CL;0;10.0;62;1019
06;9;25.8;Северный;3;CL;0;10.0;36;1019
06;12;27.4;С-З;4;CL;0;10.0;34;1018
06;15;27.8;С-З;2;CL;0;10.0;36;1017
06;18;25.2;С-З;2;CL;1;10.0;42;1018
06;21;20.2;С-З;1;CL;0;10.0;63;1018
07;0;17.1;;Штиль;CL;0;10.0;83;1018
07;3;16.1;С-З;1;CL;6;10.0;77;1018
07;6;22.1;Северный;1;CL;7;10.0;65;1019
07;9;25.9;С-З;1;CL;7;10.0;48;1019
07;12;28.7;С-В;2;CL;7;10.0;37;1018
07;15;28.5;С-В;1;CL;6;10.0;33;1017
07;18;24.9;;Штиль;CL;1;10.0;53;1018
07;21;20.1;;Штиль;CL;0;10.0;87;1019
08;0;17.8;;Штиль;CL;0;10.0;89;1019
08;3;16.5;;Штиль;FG;1;6.0;95;1019
08;6;24.0;;Штиль;CL;3;10.0;65;1020
08;9;28.4;Ю-В;2;CL;1;10.0;42;1019
08;12;30.2;Ю-В;2;CL;6;10.0;36;1019
08;15;29.6;Южный;2;CL;3;10.0;36;1018
08;18;25.1;;Штиль;CL;0;10.0;59;1018
08;21;21.1;;Штиль;CL;0;10.0;79;1019
09;0;19.3;;Штиль;CL;0;10.0;89;1019
09;3;17.6;Ю-В;1;CL;0;10.0;86;1019
09;6;23.1;Ю-З;1;CL;6;10.0;64;1019
09;9;28.6;Южный;1;CL;1;10.0;44;1018
09;12;31.6;Южный;2;CL;3;10.0;35;1017
09;15;30.9;Ю-З;1;CL;9;10.0;39;1016
09;18;26.6;;Штиль;CL;9;10.0;58;1016
09;21;22.9;;Штиль;CL;7;10.0;80;1016
10;0;20.4;;Штиль;BR;7;8.0;87;1016
10;3;19.5;Ю-З;1;CL;7;10.0;86;1016
10;6;24.1;Южный;1;CL;7;10.0;63;1016
10;9;30.2;Ю-З;2;CL;6;10.0;41;1015
10;12;30.8;Ю-З;1;CL;9;10.0;38;1015
10;15;31.4;Восточный;1;CL;9;10.0;40;1013
10;18;27.0;;Штиль;CL;3;10.0;63;1013
10;21;23.3;;Штиль;CL;0;10.0;77;1013
11;0;21.1;;Штиль;CL;3;10.0;89;1013
11;3;18.8;;Штиль;CL;6;10.0;86;1012
11;6;23.9;Ю-З;2;CL;7;10.0;56;1012
11;9;29.0;Южный;3;CL;1;10.0;33;1011
11;12;31.9;Ю-З;3;CL;6;10.0;26;1011
11;15;26.7;С-З;5;CL;3;10.0;46;1012
11;18;22.0;С-З;2;CL;1;10.0;65;1013
11;21;19.6;С-З;2;CL;6;10.0;79;1014
12;0;18.5;С-З;2;CL;9;10.0;83;1015
12;3;17.5;Северный;1;CL;9;10.0;88;1016
12;6;19.3;С-З;2;CL;6;10.0;75;1016
12;9;23.2;С-З;2;CL;7;10.0;50;1017
12;12;25.5;Северный;2;CL;9;10.0;38;1016
12;15;26.2;Северный;2;CL;3;10.0;36;1015
12;18;21.8;;Штиль;CL;0;10.0;55;1016
12;21;17.4;;Штиль;CL;0;10.0;76;1017
13;0;15.7;;Штиль;CL;0;10.0;86;1018
13;3;13.7;;Штиль;BR;0;5.0;92;1017
13;6;20.3;Ю-В;1;CL;0;10.0;62;1017
13;9;26.1;Ю-В;2;CL;0;10.0;40;1016
13;12;28.1;Ю-В;2;CL;6;10.0;32;1014
13;15;28.2;Южный;2;CL;1;10.0;27;1012
13;18;23.7;Ю-З;1;CL;1;10.0;49;1012
13;21;18.6;Ю-З;1;CL;6;10.0;75;1013
14;0;17.0;Южный;1;CL;1;10.0;83;1013
14;3;15.9;Западный;1;BR;9;6.0;95;1015
14;6;17.3;Северный;2;CL;3;10.0;75;1017
14;9;22.2;С-З;1;CL;1;10.0;52;1018
14;12;23.2;Ю-З;2;CL;9;10.0;38;1018
14;15;19.4;Ю-З;4;CL;9;10.0;48;1020
14;18;15.3;Ю-З;1;CL;9;10.0;81;1020
14;21;14.4;Южный;1;CL;9;10.0;87;1020
15;0;13.1;Ю-З;1;BR;1;6.0;94;1020
15;3;12.3;Ю-З;1;BR;7;4.3;97;1021
15;6;14.1;Южный;1;BR;7;6.0;91;1021
15;9;21.1;Ю-З;2;CL;6;10.0;48;1021
15;12;23.4;Ю-З;3;CL;6;10.0;30;1021
15;15;23.6;Западный;3;CL;3;10.0;30;1020
