01;0;2.8;Восточный;3;BR;9;3.6;97;1003
01;3;3.7;Восточный;2;BR;9;3.8;97;1001
01;6;4.7;Ю-В;1;BR;9;3.2;97;1000
01;9;6.0;Ю-В;3;BR;9;3.9;93;1001
01;12;7.1;Южный;3;BR;9;4.6;89;1002
01;15;6.2;Южный;2;BR;9;6.0;88;1004
01;18;5.2;Ю-З;1;BR;6;9.0;78;1007
01;21;2.3;Ю-З;1;CL;0;10.0;81;1009
02;0;-0.9;Ю-З;1;BR;0;8.0;89;1010
02;3;-0.8;Ю-З;1;BR;9;8.0;89;1012
02;6;0.5;Южный;2;CL;9;10.0;77;1013
02;9;2.9;Ю-З;3;CL;9;10.0;56;1014
02;12;3.7;Ю-З;4;CL;9;10.0;52;1016
02;15;3.0;Западный;1;CL;9;10.0;54;1017
02;18;2.1;С-З;1;CL;7;10.0;62;1018
02;21;-0.2;Штиль;1;CL;9;10.0;84;1019
03;0;1.5;С-З;1;CL;9;10.0;70;1020
03;3;0.2;С-З;1;CL;9;10.0;82;1021
03;6;1.8;С-З;1;CL;9;10.0;72;1021
03;9;4.0;Северный;2;CL;9;10.0;56;1021
03;12;5.7;Северный;2;CL;9;10.0;49;1021
03;15;5.0;Северный;2;CL;9;10.0;52;1020
03;18;2.5;С-В;2;CL;3;10.0;66;1021
03;21;1.3;С-В;1;CL;1;10.0;72;1021
04;0;0.8;С-В;1;CL;6;10.0;75;1020
04;3;0.2;С-В;1;CL;9;10.0;86;1019
04;6;0.5;Восточный;2;CL;9;10.0;78;1019
04;9;3.7;С-В;2;CL;9;10.0;67;1017
04;12;3.9;Восточный;1;CL;9;10.0;70;1016
04;15;3.5;Восточный;1;CL;9;10.0;73;1015
04;18;3.9;Восточный;2;CL;9;10.0;70;1014
04;21;3.1;Восточный;3;CL;9;10.0;76;1013
05;0;2.1;Восточный;1;RA;9;6.0;93;1011
05;3;2.5;Восточный;2;RA;9;3.2;97;1008
05;6;3.6;Восточный;1;RA;9;1.6;99;1007
05;9;4.1;Южный;2;BR;9;4.2;95;1007
05;12;4.4;Ю-З;2;BR;9;8.0;86;1008
05;15;4.9;Ю-З;2;CL;9;10.0;79;1008
05;18;3.2;Ю-З;1;CL;9;10.0;88;1009
05;21;2.7;Ю-З;1;CL;9;10.0;88;1009
06;0;1.5;Штиль;1;BR;9;6.0;92;1008
06;3;1.2;Штиль;1;BR;9;5.0;94;1007
06;6;1.8;Штиль;1;BR;9;3.8;92;1007
06;9;3.1;Северный;2;BR;9;5.0;84;1007
06;12;2.3;С-З;2;SHRA;9;4.8;93;1007
06;15;1.5;С-З;3;SN;9;5.0;90;1008
06;18;0.9;С-З;2;BR;9;6.0;88;1010
06;21;0.7;С-З;3;BR;9;8.0;88;1011
07;0;0.6;С-З;2;BR;9;8.0;90;1012
07;3;0.3;С-З;3;BR;9;7.0;90;1013
07;6;0.4;С-З;2;SN;9;10.0;86;1014
07;9;1.2;С-З;2;SN;9;10.0;79;1015
07;12;1.9;С-З;2;CL;9;10.0;76;1015
07;15;2.8;Западный;2;CL;9;10.0;59;1015
07;18;2.4;С-З;2;CL;9;10.0;63;1015
07;21;0.3;С-З;1;CL;0;10.0;71;1015
08;0;-3.1;Штиль;2;CL;0;10.0;88;1015
08;3;-4.2;Штиль;2;BR;1;7.0;93;1015
08;6;-1.0;Штиль;1;CL;1;10.0;87;1014
08;9;5.1;Ю-В;1;CL;1;10.0;42;1014
08;12;5.9;С-З;2;CL;3;10.0;38;1013
08;15;6.1;Северный;1;CL;1;10.0;39;1012
08;18;4.1;Штиль;1;CL;1;10.0;51;1014
08;21;-1.3;Штиль;1;CL;0;10.0;81;1014
09;0;-2.9;Ю-З;1;BR;0;7.0;91;1015
09;3;-3.8;Штиль;1;BR;0;6.0;91;1015
09;6;0.2;Южный;1;BR;0;9.0;79;1016
09;9;7.0;Южный;2;CL;7;10.0;40;1016
09;12;8.3;Ю-З;2;CL;7;10.0;34;1016
09;15;8.8;Ю-З;2;CL;7;10.0;34;1016
09;18;6.6;Южный;2;CL;9;10.0;44;1017
09;21;2.1;Штиль;2;CL;0;10.0;66;1017
10;0;1.1;Восточный;1;CL;0;10.0;72;1018
10;3;0.5;Восточный;1;CL;7;10.0;77;1017
10;6;3.5;Восточный;3;CL;9;10.0;61;1018
10;9;7.8;Ю-В;4;CL;9;10.0;48;1017
10;12;9.4;Ю-В;4;CL;9;10.0;43;1016
10;15;9.7;Восточный;3;CL;7;10.0;39;1016
10;18;6.0;Восточный;2;CL;6;10.0;62;1018
10;21;4.1;С-В;1;CL;7;10.0;70;1018
11;0;2.4;Восточный;1;CL;0;10.0;72;1018
11;3;0.2;Штиль;1;CL;1;10.0;82;1018
11;6;3.5;Восточный;1;CL;1;10.0;66;1018
11;9;9.7;Ю-В;4;CL;1;10.0;42;1017
11;12;11.7;Ю-В;2;CL;7;10.0;42;1017
11;15;11.9;Ю-В;3;CL;7;10.0;36;1017
11;18;8.1;Ю-В;1;CL;3;10.0;54;1018
11;21;4.6;Восточный;1;CL;1;10.0;66;1018
12;0;2.5;Восточный;1;CL;1;10.0;75;1018
12;3;1.2;Восточный;1;CL;6;10.0;79;1018
12;6;5.5;Ю-В;1;CL;3;10.0;62;1018
12;9;12.1;Ю-В;3;CL;6;10.0;47;1017
12;12;14.0;Ю-В;3;CL;9;10.0;40;1016
12;15;13.9;Ю-В;3;CL;6;10.0;36;1016
12;18;10.1;Ю-В;1;CL;1;10.0;45;1016
12;21;7.6;Ю-В;2;CL;1;10.0;63;1016
13;0;6.1;Ю-В;2;CL;1;10.0;73;1016
13;3;5.6;Ю-В;3;CL;9;10.0;77;1016
13;6;7.8;Ю-В;3;CL;9;10.0;71;1016
13;9;9.5;Ю-В;3;CL;9;10.0;69;1016
13;12;9.4;Ю-В;4;CL;9;10.0;74;1017
13;15;7.7;Ю-В;2;RA;9;3.4;94;1017
13;18;7.7;Ю-В;1;RA;9;2.1;97;1017
13;21;7.6;Ю-В;1;RA;9;1.1;99;1017
14;0;7.5;Штиль;1;DZ;9;0.4;100;1017
14;3;7.0;Штиль;1;RA;9;1.3;99;1017
14;6;6.0;Западный;3;RA;9;2.7;97;1018
14;9;7.3;С-З;2;DZ;9;3.6;96;1019
14;12;8.6;С-З;3;BR;9;7.0;88;1020
14;15;9.2;С-З;4;CL;9;10.0;75;1021
14;18;7.4;С-З;3;CL;9;10.0;85;1023
14;21;7.1;С-З;3;CL;9;10.0;88;1025
15;0;5.6;С-З;3;BR;9;5.0;92;1026
15;3;5.1;Северный;2;DZ;9;1.8;97;1027
15;6;5.2;С-З;2;FG;9;0.8;100;1029
15;9;7.2;Северный;1;BR;9;1.8;95;1030
15;12;10.7;Северный;1;CL;9;10.0;80;1031
15;15;13.9;С-З;1;CL;7;10.0;67;1031
15;18;11.7;С-З;1;CL;1;10.0;79;1031
15;21;9.4;С-З;1;BR;0;7.0;89;1032
16;0;5.7;Штиль;1;BR;0;3.2;94;1032
16;3;3.9;Штиль;1;BR;0;1.7;97;1032
16;6;8.1;Восточный;1;CL;1;10.0;79;1032
16;9;16.3;Восточный;2;CL;1;10.0;38;1032
16;12;18.0;Ю-В;3;CL;3;10.0;25;1031
16;15;18.3;Ю-В;1;CL;1;10.0;23;1029
16;18;13.5;Штиль;1;CL;1;10.0;45;1029
16;21;10.7;Восточный;1;CL;0;10.0;47;1029
17;0;5.7;Штиль;1;CL;0;10.0;72;1030
17;3;3.1;Штиль;1;BR;0;6.0;89;1029
17;6;10.0;Штиль;1;CL;0;10.0;69;1029
17;9;17.0;Южный;1;CL;0;10.0;28;1028
17;12;18.4;Южный;3;CL;0;10.0;21;1027
17;15;18.2;Южный;2;CL;0;10.0;20;1025
17;18;14.3;Ю-З;1;CL;0;10.0;39;1025
17;21;8.3;Штиль;1;CL;0;10.0;62;1026
18;0;6.0;Штиль;1;CL;0;10.0;74;1026
18;3;4.3;Штиль;1;CL;0;10.0;80;1026
18;6;9.6;Ю-З;1;CL;0;10.0;58;1026
18;9;18.2;Ю-В;2;CL;1;10.0;28;1025
18;12;20.2;Южный;4;CL;1;10.0;19;1023
18;15;19.8;Южный;3;CL;3;10.0;20;1022
18;18;14.4;Штиль;1;CL;3;10.0;48;1022
18;21;10.5;Штиль;1;CL;0;10.0;58;1022
19;0;8.3;Штиль;1;CL;0;10.0;68;1021
19;3;6.7;Южный;1;CL;1;10.0;77;1021
19;6;10.9;Южный;2;CL;1;10.0;58;1021
19;9;19.5;Южный;4;CL;3;10.0;26;1021
19;12;21.4;Южный;4;CL;6;10.0;23;1019
19;15;21.4;Южный;2;CL;6;10.0;27;1018
19;18;16.0;Штиль;1;CL;1;10.0;48;1018
19;21;12.1;Штиль;1;CL;0;10.0;64;1018
20;0;11.1;Ю-З;1;CL;0;10.0;64;1018
20;3;8.6;Штиль;1;CL;7;10.0;81;1019
20;6;13.5;С-З;1;CL;6;10.0;59;1019
20;9;16.3;Северный;3;CL;9;10.0;43;1019
20;12;19.7;С-З;3;CL;9;10.0;30;1019
20;15;16.5;С-З;5;CL;9;10.0;39;1019
20;18;13.9;С-З;3;CL;9;10.0;52;1020
20;21;12.6;С-З;2;CL;9;10.0;56;1020
21;0;8.7;Северный;5;CL;7;10.0;55;1021
21;3;5.5;Северный;3;CL;1;10.0;78;1022
21;6;7.7;Северный;3;CL;7;10.0;61;1023
21;9;9.6;С-З;4;CL;7;10.0;36;1023
21;12;11.5;С-З;5;CL;1;10.0;23;1022
21;15;12.2;С-З;4;CL;0;10.0;26;1021
21;18;10.1;С-З;2;CL;0;10.0;36;1022
21;21;6.8;С-З;1;CL;0;10.0;55;1022
22;0;5.4;Северный;1;CL;0;10.0;60;1023
22;3;4.3;Северный;1;CL;0;10.0;63;1024
22;6;8.8;Восточный;1;CL;0;10.0;45;1024
22;9;10.8;С-В;2;CL;1;10.0;36;1023
22;12;13.1;Западный;2;CL;1;10.0;28;1022
22;15;13.4;Северный;2;CL;0;10.0;28;1020
22;18;11.8;С-З;1;CL;0;10.0;33;1021
22;21;6.8;;Штиль;CL;0;10.0;57;1021
23;0;4.3;;Штиль;CL;0;10.0;80;1022
23;3;3.0;;Штиль;CL;1;10.0;88;1022
23;6;9.3;Ю-В;1;CL;1;10.0;46;1022
23;9;14.3;Южный;1;CL;3;10.0;28;1021
23;12;16.9;Южный;2;CL;7;10.0;26;1020
23;15;16.8;Южный;3;CL;;10.0;27;1018
23;18;14.0;Ю-В;1;CL;6;10.0;40;1017
23;21;12.5;Южный;2;CL;7;10.0;45;1016
24;0;11.7;Южный;2;SHRA;9;10.0;51;1015
24;3;10.0;Южный;1;CL;9;10.0;86;1014
24;6;13.1;Западный;5;CL;7;10.0;58;1015
24;9;14.7;С-З;5;CL;9;10.0;36;1016
24;12;15.9;С-З;7;CL;7;10.0;30;1017
24;15;16.0;С-З;6;CL;6;10.0;28;1017
24;18;13.7;С-З;3;CL;6;10.0;39;1019
24;21;11.3;Западный;2;CL;1;10.0;48;1020
25;0;9.9;Западный;2;CL;7;10.0;48;1020
25;3;7.5;Ю-З;1;CL;7;10.0;72;1019
25;6;11.7;Ю-З;3;CL;7;10.0;49;1017
25;9;15.2;Ю-З;6;CL;9;10.0;43;1015
25;12;15.6;Западный;6;CL;9;10.0;48;1014
25;15;16.4;С-З;5;CL;7;10.0;35;1015
25;18;12.9;С-З;3;CL;1;10.0;44;1017
25;21;9.5;С-З;1;CL;1;10.0;54;1019
26;0;6.7;С-З;1;CL;3;10.0;65;1020
26;3;3.4;;Штиль;CL;1;10.0;85;1020
26;6;10.4;Ю-З;2;CL;1;10.0;53;1020
26;9;14.3;Южный;4;CL;3;10.0;34;1019
26;12;16.8;Ю-З;4;CL;6;10.0;29;1016
26;15;18.5;Южный;4;CL;6;10.0;28;1013
26;18;16.3;Южный;2;CL;1;10.0;43;1012
26;21;14.5;Южный;2;CL;1;10.0;53;1010
27;0;13.9;Южный;2;CL;1;10.0;66;1009
27;3;14.2;Южный;2;CL;7;10.0;68;1006
27;6;17.7;Южный;4;CL;7;10.0;55;1006
27;9;22.6;Южный;4;CL;6;10.0;40;1005
27;12;26.5;Южный;6;CL;9;10.0;27;1003
27;15;26.8;Южный;5;CL;9;10.0;28;1002
27;18;22.2;Ю-З;1;CL;7;10.0;46;1002
27;21;20.6;Западный;2;CL;9;10.0;53;1005
28;0;16.9;С-З;2;CL;7;10.0;72;1006
28;3;14.5;;Штиль;CL;6;10.0;81;1006
28;6;17.6;;Штиль;CL;7;10.0;69;1006
28;9;21.8;С-З;1;CL;9;10.0;50;1006
28;12;23.2;С-В;2;CL;9;10.0;49;1005
28;15;15.1;Северный;7;TS;7;10.0;88;1007
28;18;13.0;С-З;3;CL;9;10.0;84;1010
28;21;10.5;С-З;3;CL;9;10.0;87;1013
29;0;8.9;С-З;3;SHRA;9;6.0;92;1017
29;3;8.2;С-З;2;CL;9;10.0;90;1020
29;6;8.5;С-В;2;CL;9;10.0;87;1022
29;9;9.7;Восточный;1;CL;9;10.0;82;1024
29;12;12.1;Ю-В;1;CL;9;10.0;73;1023
29;15;13.7;Ю-В;2;CL;7;10.0;53;1022
29;18;13.3;Ю-В;2;CL;7;10.0;61;1021
29;21;11.6;Ю-В;2;CL;7;10.0;73;1020
30;0;12.6;Ю-В;2;SHRA;9;10.0;86;1019
30;3;12.7;Ю-В;2;CL;9;10.0;87;1018
30;6;15.6;Ю-З;2;CL;1;10.0;82;1019
30;9;17.7;С-З;2;SHRA;9;10.0;72;1020
30;12;18.1;Западный;1;CL;9;10.0;73;1020
30;15;18.7;Западный;2;SHRA;9;10.0;66;1020
30;18;17.3;Западный;1;CL;9;10.0;62;1020
30;21;15.1;С-З;2;CL;6;10.0;60;1022
