01;0;12.7;Западный;2;BR;1;9.0;88;1010
01;3;11.5;С-З;1;BR;1;8.0;92;1011
01;6;14.2;Западный;1;CL;1;10.0;85;1011
01;9;19.7;Западный;2;CL;1;10.0;58;1011
01;12;22.1;Ю-З;2;CL;9;10.0;52;1010
01;15;20.3;Западный;2;CL;9;10.0;62;1010
01;18;16.4;;Штиль;CL;7;10.0;89;1011
01;21;14.4;Ю-З;1;BR;1;7.0;92;1012
02;0;13.6;Ю-З;1;BR;1;7.0;93;1011
02;3;13.3;Западный;2;SHRA;9;6.0;92;1012
02;6;13.3;Западный;2;BR;9;7.0;90;1012
02;9;16.6;Западный;3;CL;6;10.0;60;1012
02;12;17.0;Ю-З;3;CL;9;10.0;55;1012
02;15;16.4;Ю-З;2;CL;9;10.0;55;1011
02;18;14.0;Южный;2;CL;7;10.0;73;1010
02;21;13.3;Южный;3;SHRA;9;6.0;78;1008
03;0;11.6;Южный;3;SHRA;9;6.0;92;1005
03;3;11.4;Южный;4;SHRA;9;4.8;95;1001
03;6;11.5;Ю-З;2;BR;9;6.0;94;1001
03;9;12.9;Ю-З;2;CL;9;10.0;79;1002
03;12;14.2;Ю-З;3;CL;9;10.0;72;1003
03;15;13.7;С-З;3;SHRA;7;8.0;74;1004
03;18;11.6;С-З;1;CL;9;10.0;86;1006
03;21;11.9;С-З;3;SHRA;9;5.0;94;1007
04;0;11.6;Северный;3;CL;7;10.0;90;1009
04;3;11.2;Северный;3;BR;9;6.0;91;1011
04;6;11.7;Северный;3;BR;9;9.0;86;1013
04;9;14.3;С-З;4;CL;9;10.0;79;1014
04;12;16.4;С-З;4;CL;9;10.0;65;1015
04;15;15.3;С-З;3;CL;9;10.0;76;1015
04;18;13.9;С-З;3;CL;7;10.0;84;1016
04;21;13.3;С-З;3;CL;7;10.0;85;1016
05;0;11.3;С-З;2;CL;1;10.0;89;1017
05;3;9.6;С-З;2;CL;1;10.0;90;1016
05;6;11.0;Северный;4;CL;1;10.0;74;1016
05;9;14.2;Северный;5;CL;7;10.0;49;1015
05;12;15.7;С-З;5;CL;7;10.0;44;1014
05;15;15.2;С-З;4;CL;9;10.0;44;1014
05;18;13.4;С-З;1;CL;9;10.0;62;1015
05;21;10.7;Северный;2;CL;9;10.0;78;1014
06;0;10.9;С-З;3;CL;9;10.0;69;1013
06;3;10.0;С-З;3;CL;9;10.0;69;1011
06;6;9.1;С-З;4;CL;9;10.0;72;1010
06;9;9.1;Северный;4;SHRA;9;8.0;81;1010
06;12;10.0;С-З;3;SHRA;9;3.8;90;1010
06;15;11.5;Северный;3;SHRA;9;6.0;92;1011
06;18;11.5;Северный;3;SHRA;9;6.0;95;1012
06;21;12.0;Северный;2;BR;9;7.0;93;1012
07;0;12.4;С-З;3;BR;9;8.0;91;1012
07;3;11.9;С-З;2;CL;9;10.0;89;1013
07;6;12.4;С-З;3;CL;9;10.0;82;1014
07;9;14.8;С-З;3;CL;9;10.0;71;1015
07;12;17.4;Северный;3;CL;9;10.0;65;1015
07;15;15.4;Северный;3;CL;9;10.0;67;1017
07;18;13.5;Северный;2;CL;1;10.0;76;1020
07;21;11.7;Северный;2;CL;0;10.0;85;1021
08;0;8.9;С-З;1;CL;0;10.0;92;1022
08;3;8.9;Северный;1;BR;9;8.0;95;1023
08;6;10.7;С-З;1;CL;9;10.0;89;1023
08;9;13.9;Северный;2;CL;9;10.0;83;1023
08;12;16.2;Северный;2;CL;7;10.0;74;1023
08;15;18.7;С-З;1;CL;7;10.0;57;1022
08;18;13.7;;Штиль;BR;7;5.0;94;1023
