01;0;1.3;Ю-З;2;DZ;9;8.0;94;998
01;3;1.4;Ю-З;2;BR;9;8.0;90;997
01;6;1.1;Ю-З;3;BR;9;9.0;90;997
01;9;2.0;Ю-З;3;CL;9;10.0;83;998
01;12;2.7;Ю-З;2;CL;9;10.0;81;999
01;15;1.8;Ю-З;1;CL;9;10.0;87;999
01;18;1.0;Южный;1;DZ;9;4.3;96;1000
01;21;1.0;Южный;1;DZ;9;1.9;98;1001
02;0;0.7;Ю-З;1;BR;9;3.5;98;1001
02;3;-0.5;Южный;1;BR;0;4.7;96;1002
02;6;-1.5;Южный;1;FG;;0.4;100;1003
02;9;0.3;Южный;2;BR;9;8.0;90;1004
02;12;0.7;Ю-В;2;CL;9;10.0;86;1004
02;15;1.4;Ю-В;2;CL;9;10.0;87;1004
02;18;1.5;Ю-В;3;CL;9;10.0;88;1003
02;21;1.3;Ю-В;4;SN;9;6.0;92;1001
03;0;1.0;Ю-В;3;SNRA;9;6.0;94;1000
03;3;1.4;Ю-В;3;RA;9;4.5;97;999
03;6;1.7;Южный;3;RA;9;3.2;98;999
03;9;1.6;Южный;3;RA;;0.7;100;1000
03;12;1.5;Ю-З;1;RA;9;4.4;97;1000
03;15;1.8;Ю-З;1;BR;9;6.0;94;1001
03;18;1.5;Западный;1;BR;9;4.6;97;1002
03;21;0.7;С-З;2;RA;9;1.2;98;1003
04;0;0.3;С-З;2;SN;9;6.0;92;1002
04;3;-0.5;С-З;2;SN;9;1.8;96;1002
04;6;-1.0;С-З;4;SN;9;4.5;93;1004
04;9;-0.7;С-З;2;SN;9;7.0;89;1006
04;12;-0.7;Западный;2;SN;9;10.0;83;1007
04;15;-1.3;Ю-З;1;SN;9;8.0;84;1008
04;18;-1.7;Ю-З;1;CL;9;10.0;88;1008
04;21;-2.4;Южный;1;CL;9;10.0;89;1008
05;0;-2.8;Южный;2;BR;9;8.0;93;1006
05;3;-2.8;Южный;3;SN;9;7.0;89;1005
05;6;-2.3;Южный;4;SN;9;7.0;91;1004
05;9;-0.9;Ю-З;3;SN;9;8.0;93;1004
05;12;2.9;Ю-З;3;CL;1;10.0;74;1005
05;15;2.1;Южный;2;CL;9;10.0;80;1006
05;18;1.0;Южный;2;CL;9;10.0;90;1008
05;21;-0.2;Ю-В;1;BR;7;8.0;92;1008
06;0;0.3;Ю-В;1;SHSN;9;4.1;92;1007
06;3;0.0;Ю-В;3;SN;9;3.2;94;1005
06;6;0.4;Южный;3;SN;9;7.0;96;1006
06;9;1.4;Ю-В;4;BR;9;9.0;90;1007
06;12;2.3;Ю-В;3;CL;9;10.0;84;1007
06;15;1.8;Ю-В;3;CL;9;10.0;85;1006
06;18;1.7;Ю-В;4;CL;9;10.0;85;1007
06;21;0.3;Ю-В;3;SN;9;2.4;96;1007
07;0;0.9;Ю-В;3;BR;9;4.5;96;1008
07;3;1.0;Ю-В;2;BR;9;3.6;98;1008
07;6;0.5;Ю-В;2;BR;9;3.3;98;1010
07;9;0.7;Ю-В;3;BR;9;6.0;90;1010
07;12;0.4;Ю-В;3;BR;9;6.0;92;1010
07;15;0.4;Восточный;2;BR;9;3.7;96;1010
07;18;0.8;Ю-В;3;BR;9;6.0;94;1010
07;21;0.8;Восточный;2;RA;9;7.0;94;1009
08;0;0.9;Восточный;2;BR;9;4.3;96;1009
08;3;1.3;Ю-В;2;BR;9;3.6;98;1009
08;6;1.5;Восточный;1;RA;;0.8;100;1009
08;9;2.2;Восточный;2;RA;9;3.2;97;1009
08;12;2.7;Ю-В;3;RA;9;5.0;94;1009
08;15;2.4;Восточный;2;BR;9;3.2;94;1009
08;18;2.5;Восточный;2;RA;9;3.4;97;1009
08;21;3.1;Ю-В;3;RA;9;4.6;94;1009
09;0;3.0;Ю-В;3;BR;9;5.0;93;1010
09;3;2.8;Ю-В;3;BR;9;5.0;91;1010
09;6;2.0;Ю-В;3;RA;9;4.7;97;1012
09;9;1.6;Ю-В;3;RA;9;5.0;97;1013
09;12;1.3;Восточный;2;RA;9;3.1;96;1013
09;15;0.6;Восточный;1;RA;9;1.1;98;1012
09;18;0.2;Ю-В;1;SN;9;1.4;98;1012
09;21;0.2;Восточный;1;SN;9;1.9;98;1010
10;0;0.1;Восточный;1;SN;9;4.2;98;1010
10;3;0.0;Южный;3;BR;9;6.0;96;1011
10;6;-0.2;Южный;4;BR;9;8.0;94;1013
10;9;0.1;Южный;3;CL;9;10.0;90;1016
10;12;0.1;Южный;3;CL;9;10.0;88;1017
10;15;-0.1;Ю-З;2;CL;9;10.0;90;1019
10;18;-0.7;Штиль;2;BR;9;6.0;95;1020
10;21;-0.4;Штиль;3;BR;9;4.6;96;1021
11;0;-0.5;Восточный;1;BR;9;5.0;96;1021
11;3;-0.5;Восточный;1;BR;9;8.0;92;1020
11;6;-0.4;С-В;1;CL;9;10.0;88;1020
11;9;0.4;С-В;2;CL;9;10.0;87;1019
11;12;1.0;С-В;2;SN;9;8.0;92;1018
11;15;0.9;С-В;1;SN;9;6.0;94;1017
11;18;0.7;Восточный;2;SN;9;6.0;96;1017
11;21;0.9;Восточный;2;DZ;9;3.4;96;1017
12;0;1.1;Восточный;2;DZ;9;3.2;98;1017
12;3;0.9;Восточный;2;BR;9;5.0;96;1017
12;6;1.0;Восточный;1;DZ;9;3.6;96;1019
12;9;1.3;Восточный;1;BR;9;4.7;94;1020
12;12;1.4;Ю-В;1;DZ;9;6.0;94;1021
12;15;1.3;Штиль;1;BR;9;5.0;94;1022
12;18;0.9;Штиль;1;BR;9;2.0;96;1024
12;21;0.8;Штиль;1;BR;9;1.3;98;1025
13;0;0.7;Восточный;1;BR;9;2.0;98;1026
13;3;0.6;Восточный;1;BR;9;2.7;96;1027
13;6;0.4;Восточный;1;DZ;9;3.5;96;1028
13;9;0.6;Восточный;2;BR;9;5.0;92;1029
13;12;0.5;Восточный;1;SN;9;6.0;90;1030
13;15;0.5;С-В;1;BR;9;7.0;90;1030
13;18;-0.3;С-В;1;CL;9;10.0;86;1031
13;21;-0.5;Восточный;1;CL;9;10.0;86;1032
14;0;-1.0;С-В;1;CL;9;10.0;85;1032
14;3;-1.7;Восточный;1;CL;9;10.0;88;1032
14;6;-2.0;Северный;1;CL;9;10.0;77;1032
14;9;-1.5;С-В;1;CL;9;10.0;72;1031
14;12;-1.3;С-В;1;CL;9;10.0;68;1030
14;15;-1.7;Северный;1;CL;9;10.0;71;1029
14;18;-2.6;С-В;1;SN;9;8.0;78;1029
14;21;-3.3;Восточный;1;CL;9;10.0;81;1028
15;0;-3.4;С-В;1;SN;9;9.0;78;1027
15;3;-3.8;С-В;1;SN;9;9.0;82;1026
15;6;-4.0;С-В;1;BR;9;9.0;82;1026
15;9;-3.1;Восточный;1;SN;9;5.0;77;1025
15;12;-2.5;С-В;1;CL;9;10.0;74;1024
15;15;-2.4;С-В;1;CL;9;10.0;72;1024
15;18;-2.7;С-В;2;CL;9;10.0;73;1024
15;21;-2.9;С-В;2;CL;9;10.0;73;1024
16;0;-3.4;С-В;2;CL;9;10.0;74;1024
16;3;-3.8;Северный;2;CL;9;10.0;75;1023
16;6;-4.1;С-В;2;CL;9;10.0;72;1024
16;9;-3.1;Северный;2;CL;9;10.0;70;1024
16;12;-1.7;Северный;2;CL;9;10.0;67;1024
16;15;-1.3;С-З;2;CL;9;10.0;68;1024
16;18;-1.7;С-В;2;CL;9;10.0;69;1024
16;21;-2.4;Северный;1;CL;9;10.0;74;1024
17;0;-2.9;С-З;2;CL;9;10.0;79;1024
17;3;-3.8;С-З;3;CL;9;10.0;80;1024
17;6;-4.7;С-З;3;SN;9;9.0;81;1024
17;9;-4.3;С-З;3;CL;9;10.0;79;1024
17;12;-3.5;С-З;2;CL;9;10.0;74;1023
17;15;-4.1;Западный;2;CL;9;10.0;72;1023
17;18;-4.7;С-З;3;CL;9;10.0;71;1023
17;21;-4.9;Северный;2;CL;9;10.0;73;1023
18;0;-6.4;С-З;2;SHSN;9;7.0;86;1023
18;3;-8.1;С-З;1;BR;0;9.0;90;1022
18;6;-8.6;С-З;2;SN;7;4.3;89;1022
18;9;-6.7;С-З;2;CL;1;10.0;80;1021
18;12;-4.7;С-З;3;CL;3;10.0;64;1020
18;15;-5.2;С-З;2;CL;1;10.0;66;1019
18;18;-7.7;Западный;1;CL;7;10.0;78;1019
18;21;-8.8;Ю-З;1;BR;9;8.0;86;1018
19;0;-8.4;Южный;1;SN;9;4.3;92;1018
19;3;-9.7;Ю-З;1;BR;7;8.0;91;1017
19;6;-9.8;Штиль;1;BR;9;9.0;91;1017
19;9;-5.6;Южный;1;CL;7;10.0;82;1016
19;12;-4.0;Южный;2;SHSN;7;10.0;68;1015
19;15;-4.2;Южный;2;SHSN;9;8.0;77;1015
19;18;-5.0;Ю-В;1;CL;7;10.0;83;1015
19;21;-4.7;Ю-В;1;CL;9;10.0;81;1016
20;0;-5.0;Ю-В;2;CL;9;10.0;81;1016
20;3;-5.0;Ю-В;1;CL;9;10.0;83;1017
20;6;-4.9;Восточный;1;CL;9;10.0;83;1018
