01;0;3.9;С-З;1;CL;9;10.0;82;1019
01;3;2.1;С-З;1;BR;3;9.0;93;1019
01;6;3.2;Северный;2;CL;9;10.0;81;1020
01;9;5.6;С-З;3;CL;9;10.0;43;1020
01;12;6.0;Северный;2;CL;9;10.0;45;1019
01;15;5.7;Северный;3;CL;9;10.0;50;1019
01;18;4.7;Северный;1;CL;9;10.0;71;1020
01;21;4.1;С-З;2;CL;9;10.0;69;1021
02;0;3.2;Северный;1;CL;9;10.0;79;1022
02;3;0.7;Северный;1;CL;0;10.0;88;1022
02;6;1.6;Северный;2;CL;3;10.0;85;1024
02;9;2.4;Северный;3;CL;9;10.0;81;1025
02;12;4.3;Северный;3;CL;9;10.0;67;1025
02;15;4.3;Северный;2;CL;7;10.0;71;1025
02;18;4.1;Северный;2;CL;9;10.0;70;1026
02;21;3.7;Северный;2;CL;9;10.0;73;1028
03;0;2.9;С-В;2;CL;9;10.0;79;1028
03;3;2.6;Северный;2;CL;9;10.0;88;1029
03;6;2.8;С-В;2;CL;9;10.0;84;1030
03;9;4.5;Северный;3;CL;9;10.0;72;1031
03;12;5.2;С-В;3;CL;9;10.0;60;1030
03;15;4.8;Северный;3;CL;9;10.0;56;1030
03;18;4.2;С-З;1;CL;9;10.0;58;1031
03;21;4.1;Северный;2;CL;9;10.0;62;1031
04;0;3.6;Северный;2;CL;9;10.0;67;1031
04;3;2.2;Северный;2;CL;9;10.0;72;1031
04;6;2.1;С-З;1;CL;9;10.0;78;1031
04;9;4.7;С-З;2;CL;9;10.0;69;1030
04;12;6.7;Северный;2;CL;9;10.0;71;1029
04;15;6.7;С-З;3;CL;9;10.0;82;1029
04;18;6.4;С-З;1;SHRA;9;9.0;86;1029
04;21;6.3;С-З;1;BR;9;8.0;91;1028
05;0;6.5;С-З;1;BR;9;7.0;94;1028
05;3;6.3;;Штиль;BR;9;6.0;97;1028
05;6;5.9;;Штиль;BR;9;7.0;94;1028
05;9;7.7;С-З;1;BR;9;9.0;85;1028
05;12;9.7;С-З;1;CL;9;10.0;64;1027
