01;0;0.7;Ю-З;3;CL;3;10.0;81;1007
01;3;0.5;Ю-З;3;CL;9;10.0;80;1004
01;6;0.5;Ю-З;4;SN;9;7.0;84;1003
01;9;0.9;С-З;3;RA;9;6.0;88;1003
01;12;2.7;С-З;5;CL;9;10.0;65;1003
01;15;2.5;Западный;3;CL;9;10.0;66;1003
01;18;2.5;Ю-З;4;CL;9;10.0;65;1003
01;21;1.9;Ю-З;4;CL;9;10.0;71;1004
02;0;1.1;Западный;2;SHSN;9;3.2;81;1004
02;3;0.9;Западный;3;CL;9;10.0;84;1005
02;6;0.3;С-З;3;CL;9;10.0;71;1007
02;9;0.1;С-З;3;CL;7;10.0;65;1009
02;12;0.0;С-З;2;SN;9;9.0;75;1009
02;15;-2.0;С-З;3;SHSN;9;6.0;81;1011
02;18;-3.2;Северный;1;CL;0;10.0;74;1012
02;21;-4.9;Западный;2;CL;0;10.0;81;1012
03;0;-8.2;Ю-З;1;BR;6;8.0;92;1011
03;3;-5.4;Южный;2;SN;9;3.2;93;1006
03;6;-2.4;Южный;4;SN;9;3.4;91;1002
03;9;-0.4;Ю-З;5;SN;9;5.0;89;1001
03;12;2.1;Ю-З;4;CL;9;10.0;78;999
03;15;0.4;Ю-З;3;SHSN;9;8.0;92;1000
03;18;0.7;Ю-З;3;SN;9;8.0;88;1001
03;21;-0.1;Западный;4;SHSN;9;1.1;92;1001
04;0;-2.6;Западный;4;SHSN;9;3.6;80;1004
04;3;-4.8;С-З;6;BL;9;10.0;78;1005
04;6;-6.2;С-З;6;BL;9;10.0;76;1008
04;9;-6.4;С-З;6;SHSN;9;6.0;73;1011
04;12;-6.3;С-З;4;BL;9;10.0;70;1015
04;15;-7.0;С-З;4;SHSN;9;8.0;74;1018
04;18;-6.6;С-З;4;SHSN;9;8.0;78;1022
04;21;-8.3;С-З;2;CL;3;10.0;78;1025
05;0;-10.5;С-З;2;CL;0;10.0;80;1027
05;3;-10.7;С-З;1;CL;0;10.0;85;1028
05;6;-12.4;Ю-З;1;CL;9;10.0;90;1029
05;9;-5.6;Южный;3;CL;9;10.0;67;1028
05;12;-1.9;Ю-З;5;CL;7;10.0;46;1027
05;15;-1.3;Южный;4;CL;9;10.0;50;1025
05;18;-3.3;Южный;3;CL;0;10.0;59;1025
05;21;-4.8;Южный;2;CL;0;10.0;62;1024
06;0;-5.4;Южный;2;CL;0;10.0;70;1023
06;3;-7.2;Южный;2;CL;0;10.0;74;1022
06;6;-6.6;Южный;2;CL;9;10.0;72;1021
06;9;-1.3;Южный;3;CL;6;10.0;56;1019
06;12;4.2;Южный;3;CL;3;10.0;42;1016
06;15;4.6;Южный;3;CL;7;10.0;42;1015
06;18;0.9;Южный;3;CL;6;10.0;60;1013
06;21;-1.2;Южный;2;CL;6;10.0;76;1012
07;0;-2.0;Ю-З;2;CL;7;10.0;81;1011
07;3;-3.2;Южный;2;CL;7;10.0;83;1010
07;6;-2.4;Южный;1;CL;9;10.0;82;1011
07;9;1.3;Южный;2;CL;9;10.0;76;1011
07;12;3.5;С-З;2;CL;7;10.0;58;1010
07;15;4.2;С-З;1;CL;6;10.0;52;1010
07;18;1.5;С-З;3;CL;6;10.0;56;1011
07;21;-1.1;Северный;2;CL;0;10.0;61;1013
08;0;-3.0;Северный;3;CL;0;10.0;64;1015
08;3;-4.4;С-В;2;CL;0;10.0;65;1017
08;6;-4.7;С-В;2;CL;9;10.0;55;1019
08;9;-2.6;С-В;2;CL;9;10.0;54;1020
08;12;-1.5;С-В;2;CL;9;10.0;46;1020
08;15;-3.1;С-В;2;CL;9;10.0;48;1020
08;18;-5.3;С-В;1;CL;7;10.0;53;1021
08;21;-5.8;С-В;2;CL;3;10.0;56;1021
09;0;-6.5;Восточный;2;CL;3;10.0;59;1019
09;3;-7.7;Восточный;2;CL;0;10.0;64;1018
09;6;-8.2;Восточный;2;CL;7;10.0;63;1017
09;9;-4.8;С-В;2;CL;9;10.0;59;1015
09;12;-1.8;С-В;1;CL;9;10.0;48;1013
09;15;-2.0;Восточный;1;CL;9;10.0;54;1012
09;18;-3.1;С-В;1;CL;9;10.0;59;1012
09;21;-3.9;Северный;1;CL;9;10.0;62;1011
10;0;-4.9;С-В;1;CL;7;10.0;66;1010
10;3;-5.6;С-В;1;CL;9;10.0;74;1010
10;6;-6.4;Северный;1;CL;9;10.0;78;1010
10;9;-4.4;С-В;2;CL;9;10.0;67;1010
10;12;-2.9;С-В;1;CL;9;10.0;60;1009
10;15;-3.0;Северный;3;CL;9;10.0;49;1009
10;18;-3.1;Северный;2;CL;9;10.0;48;1010
10;21;-3.7;Восточный;1;SN;9;9.0;53;1009
11;0;-4.2;С-В;1;CL;9;10.0;68;1009
11;3;-5.4;Восточный;1;CL;9;10.0;72;1008
11;6;-5.7;Восточный;2;CL;9;10.0;61;1007
11;9;-3.2;С-В;2;CL;9;10.0;59;1007
11;12;-2.8;С-В;2;CL;9;10.0;58;1007
11;15;-3.6;С-В;2;CL;9;10.0;60;1007
11;18;-4.3;Восточный;2;CL;9;10.0;58;1007
11;21;-4.9;Восточный;1;CL;9;10.0;64;1007
12;0;-5.2;Восточный;1;CL;9;10.0;66;1007
12;3;-5.8;С-В;1;CL;9;10.0;69;1007
12;6;-5.9;С-В;1;CL;9;10.0;69;1007
12;9;-5.2;Восточный;1;CL;9;10.0;66;1007
12;12;-3.8;Восточный;2;CL;9;10.0;64;1006
12;15;-3.3;Восточный;2;CL;9;10.0;66;1006
